numero_commande;transporteur;lien_tracking;date_prevue;statut_brut;statut_normalise;jours_retard;date_extraction
SAMA26012;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26012;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:32
FR26133;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07218848;;Livré;Livré;0;2026-07-17 18:32
FR26131;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26131;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:33
SAMA26015;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26015;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:33
FR26136;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26136;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:34
FR26134;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07218861;;;À vérifier;0;2026-07-17 18:34
FR26138;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26138;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:34
FR26132;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=iawS8jsGqfh9REavH;;Livré;Livré;0;2026-07-17 18:34
FR26141;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26141;;[ERREUR: Error];En cours;0;2026-07-17 18:35
SA26028;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07221502;;;À vérifier;0;2026-07-17 18:35
FR26146;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26146;;[ERREUR: Error];En cours;0;2026-07-17 18:35
FR26143;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26143;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:36
FR26137;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=oyIVOx9y8L1Mo1Zh0;;Livré;Livré;0;2026-07-17 18:36
FR26140;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26140;;[ERREUR: Error];En cours;0;2026-07-17 18:36
FR26144;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07223724;;;À vérifier;0;2026-07-17 18:36
SA26027;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07221499;;;À vérifier;0;2026-07-17 18:36
SAMA26013b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26013b;;[ERREUR: Error];En cours;0;2026-07-17 18:37
SAMA26016;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26016;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:37
SAMA26017;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26017;;[ERREUR: Error];En cours;0;2026-07-17 18:37
FR26135;HEP;https://myportal.heppner-group.com/tracking/RlIyNjEzNSYzMzAwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 18:37
FR26147;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=M7ozz1ZHnGJSCn5xk;;Livré;Livré;0;2026-07-17 18:38
FR26145b;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=HQbtbhIiaisLUi2xX;;Livré;Livré;0;2026-07-17 18:38
FR26156;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26156;;[ERREUR: Error];En cours;0;2026-07-17 18:38
SAMA26014b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26014b;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:38
FR26142;HEP;https://myportal.heppner-group.com/tracking/RlIyNjE0MiYzMzgwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 18:38
FR26152;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26152;;[ERREUR: Error];En cours;0;2026-07-17 18:38
FR26151;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26151;;[ERREUR: Error];En cours;0;2026-07-17 18:39
EX26023;AMC;;;;À vérifier;0;2026-07-17 18:39
SAMA26018b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26018b;;[ERREUR: Error];En cours;0;2026-07-17 18:39
FR26153;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26153;;[ERREUR: Error];En cours;0;2026-07-17 18:39
FR26150;UPS;;;;À vérifier;0;2026-07-17 18:39
EX26022;AMC;;;;À vérifier;0;2026-07-17 18:39
FR26139;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07221399;;;À vérifier;0;2026-07-17 18:40
FR26149;UPS;;;;À vérifier;0;2026-07-17 18:40
FR26148;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26148;;[ERREUR: Error];En cours;0;2026-07-17 18:40
SA26031;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07236769;;;À vérifier;0;2026-07-17 18:40
FR26155;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26155;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:40
FR26166;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=IswHOLQyWQxRjbc3E;;Livré;Livré;0;2026-07-17 18:41
FR26154;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07229973;;;À vérifier;0;2026-07-17 18:41
SA26029;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07231796;;;À vérifier;0;2026-07-17 18:41
FR26158;JOY;;;;À vérifier;0;2026-07-17 18:41
FR26160;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07231798;;;À vérifier;0;2026-07-17 18:41
FR26170;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26170;;[ERREUR: Error];En cours;0;2026-07-17 18:41
FR26175;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26175;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:42
FR26176;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26176;;[ERREUR: Error];En cours;0;2026-07-17 18:42
SAMA26020;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26020;;[ERREUR: Error];En cours;0;2026-07-17 18:42
SA26030b;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=FDfK3xPtpZmPCpSs0;;Livré;Livré;0;2026-07-17 18:42
FR26163;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26163;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:43
FR26164;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26164;;[ERREUR: Error];En cours;0;2026-07-17 18:43
FR26167;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26167;;[ERREUR: Error];En cours;0;2026-07-17 18:43
FR26157b;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=PEWXbhcxO8ZvvIq7F;;Livré;Livré;0;2026-07-17 18:44
SA26034;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26034;;[ERREUR: Error];En cours;0;2026-07-17 18:44
SA26032;JOY;;;;À vérifier;0;2026-07-17 18:44
FR26178;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07242625;;;À vérifier;0;2026-07-17 18:44
FR26169;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26169;;[ERREUR: Error];En cours;0;2026-07-17 18:45
FR26162;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07236641;;Livré;Livré;0;2026-07-17 18:45
SA26033;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07239912;;;À vérifier;0;2026-07-17 18:45
FR26177;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=uL8id4AqlctwXU5sU;;Livré;Livré;0;2026-07-17 18:45
FR26168;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07239903;;;À vérifier;0;2026-07-17 18:45
FR26181;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26181;;[ERREUR: Error];En cours;0;2026-07-17 18:45
FR26179;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07242640;;;À vérifier;0;2026-07-17 18:45
FR26189;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26189;;[ERREUR: Error];En cours;0;2026-07-17 18:45
FR26172;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07242647;;;À vérifier;0;2026-07-17 18:46
FR26173;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07242632;;;À vérifier;0;2026-07-17 18:46
FR26180;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=YGPgYibWQDcXWExkV;;Livré;Livré;0;2026-07-17 18:46
SA26035;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07242658;;;À vérifier;0;2026-07-17 18:46
SA26039;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26039;;[ERREUR: Error];En cours;0;2026-07-17 18:46
SA26038;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=liWjvLAye93goEMOq;;Livré;Livré;0;2026-07-17 18:46
FR26186;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26186;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:47
FR26192;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26192;;[ERREUR: Error];En cours;0;2026-07-17 18:47
FR26184;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26184;;[ERREUR: Error];En cours;0;2026-07-17 18:48
FR26198;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26198;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:48
FR26185;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=hahIaNUdMcDjnBfML;;Livré;Livré;0;2026-07-17 18:48
FR26187;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26187;;[ERREUR: Error];En cours;0;2026-07-17 18:48
FR26183;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07249793;;;À vérifier;0;2026-07-17 18:48
FR26190;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26190;;[ERREUR: Error];En cours;0;2026-07-17 18:49
FR26191;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26191;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:49
SA26042;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26042;;[ERREUR: Error];En cours;0;2026-07-17 18:49
FR26195;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26195;;[ERREUR: Error];En cours;0;2026-07-17 18:50
FR26194;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07255801;;;À vérifier;0;2026-07-17 18:50
SA26040;HEP;https://myportal.heppner-group.com/tracking/U0EyNjA0MCYzMzAwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 18:50
FR26182;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26182;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:50
FR26188;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=RYDubAOqbnsvYJvWf;;Livré;Livré;0;2026-07-17 18:50
SA26041b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07255809;;;À vérifier;0;2026-07-17 18:50
EXSA26010;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806828391423&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 18:50
FR26193;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26193;;[ERREUR: Error];En cours;0;2026-07-17 18:51
FR26196;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=PmmOTebT2uXg3kEvj;;Livré;Livré;0;2026-07-17 18:51
SA26044;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07268035;;;À vérifier;0;2026-07-17 18:51
SAMA26021b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26021b;;[ERREUR: Error];En cours;0;2026-07-17 18:51
FR26199;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=KNTuKhWbdVLDArOm1;;Livré;Livré;0;2026-07-17 18:51
FR26201;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07262290;;Livré;Livré;0;2026-07-17 18:51
SA26043;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07263781;;Livré;Livré;0;2026-07-17 18:51
FR26217;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26217;;[ERREUR: Error];En cours;0;2026-07-17 18:51
SA26046;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26046;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:52
FR26200;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26200;;[ERREUR: Error];En cours;0;2026-07-17 18:52
FR26205c;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26205c;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:53
FR26213;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26213;;[ERREUR: Error];En cours;0;2026-07-17 18:53
FR26212;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26212;;[ERREUR: Error];En cours;0;2026-07-17 18:53
FR26220;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26220;;[ERREUR: Error];En cours;0;2026-07-17 18:54
SAMA26024b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26024b;;[ERREUR: Error];En cours;0;2026-07-17 18:54
FR26207;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07268028;;;À vérifier;0;2026-07-17 18:54
FR26206b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26206b;;[ERREUR: Error];En cours;0;2026-07-17 18:54
FR26210;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=V08PECmYTjFYQwdvx;;Livré;Livré;0;2026-07-17 18:54
FR26214;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07272160;;;À vérifier;0;2026-07-17 18:54
FR26203;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=PyMWadWwMC4QnQLdg;;Livré;Livré;0;2026-07-17 18:54
SAMA26026;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26026;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:55
FR26223;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26223;;[ERREUR: Error];En cours;0;2026-07-17 18:55
FR26211;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26211;;[ERREUR: Error];En cours;0;2026-07-17 18:55
FR26204;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=VLkRBJvowKI9GCDhe;;Livré;Livré;0;2026-07-17 18:55
FR26215;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26215;;[ERREUR: Error];En cours;0;2026-07-17 18:56
FR26209;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=lBGKzTyatT56A0ruv;;Livré;Livré;0;2026-07-17 18:56
EX26036c;KUE;;;;À vérifier;0;2026-07-17 18:56
SAMA26022b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26022b;;[ERREUR: Error];En cours;0;2026-07-17 18:56
FR26233;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07282971;;;À vérifier;0;2026-07-17 18:56
FR26229;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26229;;[ERREUR: Error];En cours;0;2026-07-17 18:57
SAMA26027;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26027;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:57
SA26045;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=QJ5ik8Iiu2pgpODGx;;Livré;Livré;0;2026-07-17 18:57
FR26224;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26224;;[ERREUR: Error];En cours;0;2026-07-17 18:58
FR26219;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=2xsKlMtOWtwO6JJbt;;Livré;Livré;0;2026-07-17 18:58
SA26036;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07276565;;;À vérifier;0;2026-07-17 18:58
FR26221;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07276563;;;À vérifier;0;2026-07-17 18:58
FR26225;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26225;;[ERREUR: Error];En cours;0;2026-07-17 18:58
FR26216;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26216;;[ERREUR: Error];En cours;0;2026-07-17 18:59
FR26222;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07278037;;Livré;Livré;0;2026-07-17 18:59
FR26227;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=KEupqljT9o6MESqrV;;Livré;Livré;0;2026-07-17 18:59
FR26226;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26226;;[ERREUR: Error];En cours;0;2026-07-17 18:59
SA26051;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26051;;[ERREUR: TimeoutError];En cours;0;2026-07-17 18:59
EXSA26012;KUE;;;;À vérifier;0;2026-07-17 19:00
SA26049;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07287474;;;À vérifier;0;2026-07-17 19:00
EX26038;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07278039;;;À vérifier;0;2026-07-17 19:00
FR26232;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07282975;;;À vérifier;0;2026-07-17 19:00
FR26228;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26228;;[ERREUR: Error];En cours;0;2026-07-17 19:00
FR26234;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26234;;[ERREUR: Error];En cours;0;2026-07-17 19:00
FR26231;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07282993;;;À vérifier;0;2026-07-17 19:00
SA26052;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26052;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:01
FR26244;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26244;;[ERREUR: Error];En cours;0;2026-07-17 19:01
FR26235;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26235;;[ERREUR: Error];En cours;0;2026-07-17 19:01
FR26237;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26237;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:02
SA26048;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=045dlCYo5nZo0E806;;Livré;Livré;0;2026-07-17 19:02
FR26243;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26243;;[ERREUR: Error];En cours;0;2026-07-17 19:02
SAMA26023b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26023b;;[ERREUR: Error];En cours;0;2026-07-17 19:02
FR26218b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26218b;;[ERREUR: Error];En cours;0;2026-07-17 19:03
FR26236;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26236;;[ERREUR: Error];En cours;0;2026-07-17 19:03
FR26248;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26248;;[ERREUR: Error];En cours;0;2026-07-17 19:03
SA26050;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07287478;;;À vérifier;0;2026-07-17 19:03
FR26246;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26246;;[ERREUR: Error];En cours;0;2026-07-17 19:03
SAMA26028;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26028;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:04
FR26240;HEP;https://myportal.heppner-group.com/tracking/RlIyNjI0MCYzMzgwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 19:04
FR26241;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07289479;;Livré;Livré;0;2026-07-17 19:04
FR26238;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26238;;[ERREUR: Error];En cours;0;2026-07-17 19:04
EX26037;KUE;;;;À vérifier;0;2026-07-17 19:04
FR26255;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26255;;[ERREUR: Error];En cours;0;2026-07-17 19:05
SAMA26029b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26029b;;[ERREUR: Error];En cours;0;2026-07-17 19:05
FR26249;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26249;;[ERREUR: Error];En cours;0;2026-07-17 19:05
FR26197;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07289483;;Livré;Livré;0;2026-07-17 19:06
SA26053b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07292120;;;À vérifier;0;2026-07-17 19:06
EX26042;AMC;;;;À vérifier;0;2026-07-17 19:06
FR26254;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07296272;;;À vérifier;0;2026-07-17 19:06
FR26250;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07296097;;;À vérifier;0;2026-07-17 19:06
SA26060;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07304229;;;À vérifier;0;2026-07-17 19:06
FR26253;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26253;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:07
FR26252;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26252;;[ERREUR: Error];En cours;0;2026-07-17 19:07
FR26251;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26251;;[ERREUR: Error];En cours;0;2026-07-17 19:07
EXSA26018;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806804027442&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 19:07
FR26267;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26267;;[ERREUR: Error];En cours;0;2026-07-17 19:07
FR26268;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26268;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:08
SAMA26031;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26031;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:08
SA26054;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07296094;;Livré;Livré;0;2026-07-17 19:08
FR26257;UPS;;;;À vérifier;0;2026-07-17 19:08
SAMA26032;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26032;;[ERREUR: Error];En cours;0;2026-07-17 19:09
FR26261;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26261;;[ERREUR: Error];En cours;0;2026-07-17 19:09
SA26057;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=lYs0sV8KukLyBx418;;Livré;Livré;0;2026-07-17 19:09
SA26056b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07299370;;;À vérifier;0;2026-07-17 19:09
FR26259;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07299301;;;À vérifier;0;2026-07-17 19:09
