numero_commande;transporteur;lien_tracking;date_prevue;statut_brut;statut_normalise;jours_retard;date_extraction
EXSA26082;DHL;;;;À vérifier;0;2026-07-17 20:49
16736b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806831134043&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:49
EX26068;HIL;;;;À vérifier;0;2026-07-17 20:49
EXSA26085;DHL;;;;À vérifier;0;2026-07-17 20:49
FR26511;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26511;;[ERREUR: TimeoutError];En cours;0;2026-07-17 20:49
EXSA26024b;DHL;;;;À vérifier;0;2026-07-17 20:49
EXSA26015;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806831087158&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:49
16718b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806806546208&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:49
EXSA26092;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E800439749315&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:49
SA26131c;DHL;;;;À vérifier;0;2026-07-17 20:49
FR26516;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=Kl4vnuBDQlWOAKuWX;;Livré;Livré;0;2026-07-17 20:49
EX26104;GDL;;;;À vérifier;0;2026-07-17 20:49
EX26103;CHA;;;;À vérifier;0;2026-07-17 20:49
EX26108;CAR;;;;À vérifier;0;2026-07-17 20:49
EX26111;DGS;;;;À vérifier;0;2026-07-17 20:49
EX26096;ZEN;;;;À vérifier;0;2026-07-17 20:49
EX26099;HOW;;;;À vérifier;0;2026-07-17 20:49
EX26040;GEN;;;;À vérifier;0;2026-07-17 20:49
EX26046e;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=EX26046e;;[ERREUR: Error];En cours;0;2026-07-17 20:50
EX26043;BRE;;;;À vérifier;0;2026-07-17 20:50
SA26148;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=j0hZ9zPgiG9lTvA7V;;Livré;Livré;0;2026-07-17 20:50
EX26045;SOL;;;;À vérifier;0;2026-07-17 20:50
EX26056;KUE;;;;À vérifier;0;2026-07-17 20:50
EX26084;KUE;;;;À vérifier;0;2026-07-17 20:50
EX26057;SOL;;;;À vérifier;0;2026-07-17 20:50
EX26088;HEP;;;;À vérifier;0;2026-07-17 20:50
EX26079;BRE;;;;À vérifier;0;2026-07-17 20:50
EX26082;KUE;;;;À vérifier;0;2026-07-17 20:50
EX26064;WIN;;;;À vérifier;0;2026-07-17 20:50
EX26066;KUE;;;;À vérifier;0;2026-07-17 20:50
EX26063;GOO;;;;À vérifier;0;2026-07-17 20:50
EXSA26008;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E800416951193&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
16335b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806818003110&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
16333b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806830076975&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
16334b;EXA;http://www.dpd.fr/tracex_16334b_0109889;;;À vérifier;0;2026-07-17 20:50
16442c;EXA;http://www.dpd.fr/tracex_16442c_0109889;;;À vérifier;0;2026-07-17 20:50
16449b;EXA;http://www.dpd.fr/tracex_16449b_0109889;;;À vérifier;0;2026-07-17 20:50
EX26021b;DBS;;;;À vérifier;0;2026-07-17 20:50
EXSA26014;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806824672949&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
EXSA26099;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806824445506&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
FR26563;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26563;;[ERREUR: Error];En cours;0;2026-07-17 20:50
EX26041c;CAR;;;;À vérifier;0;2026-07-17 20:50
FR26568;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26568;;[ERREUR: Error];En cours;0;2026-07-17 20:50
EXSA26057;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E800439143746&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
EXSA26013;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806813908938&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:50
FR26545;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=woxTSUiUnyfRflfkV;;livré;Livré;0;2026-07-17 20:51
FR26438;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26438;;[ERREUR: Error];En cours;0;2026-07-17 20:51
FR26435;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=uBp92zhiU8PAjT0oN;;Livré;Livré;0;2026-07-17 20:51
EXSA26007;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806802016387&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:51
FR26367;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26367;;[ERREUR: TimeoutError];En cours;0;2026-07-17 20:51
FR26467c;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26467c;;[ERREUR: Error];En cours;0;2026-07-17 20:52
FR26456;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=NBQBX4GbyvV9w7rTr;;Retour/réexpédition sur instruction ( 13/05/2026 à 16h46:59 ) Code produit : LIV Libellé produit : LIVRAISON;Incident;0;2026-07-17 20:52
SAMA26106b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806830446182&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:52
EX26046f;EVT;;;;À vérifier;0;2026-07-17 20:52
FR26434;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=uh7dVKZW8SyFRbD9T;;Livré;Livré;0;2026-07-17 20:52
RAFR26252b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=RAFR26252b;;[ERREUR: Error];En cours;0;2026-07-17 20:52
EXSA26079;DHL;;;;À vérifier;0;2026-07-17 20:52
FR26456b;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=nrFUjmW4ENvbLD766;;Livré;Livré;0;2026-07-17 20:52
EXSA26080;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E800402645102&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:52
18082;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806808706120&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:52
EX26039;BAL;;;;À vérifier;0;2026-07-17 20:52
16371;EXA;http://www.dpd.fr/tracex_16371_0109889;;;À vérifier;0;2026-07-17 20:52
EXSA26072;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806823430096&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:52
EXSA26095c;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E800401617224&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:52
FR26535;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=uvAv9AP8pAZJLij6p;;Livré;Livré;0;2026-07-17 20:53
FR26484;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26484;;[ERREUR: Error];En cours;0;2026-07-17 20:53
16322b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806835494317&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:53
SA26105;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=ukegjlqVJovo7cxfR;;Livré;Livré;0;2026-07-17 20:53
EXSA26011;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E806819528374&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 20:53
FR26534;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26534;;[ERREUR: Error];En cours;0;2026-07-17 20:53
FR26436;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=wcAPkv9gF9m1TZ7mM;;Livré;Livré;0;2026-07-17 20:53
SAMA26105;DHL;;;;À vérifier;0;2026-07-17 20:53
16507;EXA;http://www.dpd.fr/tracex_16507_0109889;;;À vérifier;0;2026-07-17 20:53
